Srce,Region,Province,PublishedDate,PropertyType,PropertyState,Age,Stage,Delivery,CommonExpnsCLP,Floor,ForInvestment,MtTot,MtUtil,Bdroom,Bath,Parking,Storage,Pool,PriceUF,Link
"portal inmobiliario","rm","santiago","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","86","79","3","2","1","1","0","8500","https://www.portalinmobiliario.com/mlc-537981368-departamento-en-venta-metro-tobalaba-_jm"
"portal inmobiliario","rm","providencia","21/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","58","58","2","2","1","1","1","5000","https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5729574-venta-departamento-2-dorm-2-banos-nuenva-providencia-diego-de-velazquez-uda"
"portal inmobiliario","rm","lo barnechea","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","136","126","4","4","0","1","1","10150","https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/4617440-av-las-condes-cantagallo-uda"
"portal inmobiliario","rm","santiago","24/07/2020","aparment","usada","-16","disponible","-16","50000","-16","N","57","55","2","2","1","0","1","2900","https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5736106-lord-cochrane-tarapaca-uda"
"portal inmobiliario","rm","providencia","24/07/2020","aparment","usada","-16","disponible","-16","150000","-16","N","145","145","3","3","0","1","0","9850","https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5737627-avenida-providencia-2411-uda"
"portal inmobiliario","rm","la florida","23/07/2020","aparment","nueva","-16","entrega inmediata","-16","-16","-16","N","60","51","1","1","1","1","1","3350","https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/6197-colores-del-abra-nva"
"portal inmobiliario","rm","estacion central","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","28","28","1","1","0","0","0","1799","https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5736930-las-rejas-norte-uda"
"portal inmobiliario","rm","recoleta","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","49","-16","2","2","0","0","1","2500","https://www.portalinmobiliario.com/venta/departamento/recoleta-metropolitana/5734630-humorista-carlos-helo-recoleta-region-uda"
"portal inmobiliario","rm","lo prado","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","33","30","1","1","0","0","1","1931","https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5736878-sta-petronila-uda"
"portal inmobiliario","rm","lo barnechea","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","126","114","4","3","1","1","1","9500","https://www.portalinmobiliario.com/mlc-538117637-departamento-en-venta-de-4-dorm-en-lo-barnechea-_jm"
"portal inmobiliario","rm","santiago","21/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","75","70","3","2","2","1","1","4350","https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5728547-tarapaca-san-francisco-uda"
"portal inmobiliario","rm","las condes","21/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","186","140","4","4","2","1","1","15485","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5730459-oslo-metro-manquehue-uda"
"portal inmobiliario","rm","nunoa","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","40","40","1","1","1","1","0","3211","https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5736248-avenida-holanda-3545-uda"
"portal inmobiliario","rm","estacion central","22/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","31","31","1","1","0","0","0","1718","https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5731278-metro-san-alberto-hurtado-uda"
"portal inmobiliario","rm","vitacura","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","125","118","3","2","1","1","0","9800","https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/4521648-colegio-manquehue-uda"
"portal inmobiliario","rm","lo barnechea","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","160","140","4","4","1","1","1","13500","https://www.portalinmobiliario.com/mlc-538113844-departamento-en-venta-de-4-dorm-en-lo-barnechea-_jm"
"portal inmobiliario","rm","nunoa","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","69","61","2","2","1","1","1","4861","https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5736647-irarrazaval-los-cerezos-uda"
"portal inmobiliario","rm","santiago","22/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","89","89","3","2","0","0","0","4525","https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5731099-departamento-uda"
"portal inmobiliario","rm","lo barnechea","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","89","85","3","3","2","1","1","6850","https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/5582349-av-la-dehesa-raul-labbe-uda"
"portal inmobiliario","rm","la florida","22/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","146","73","3","2","0","0","1","2604","https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/5730968-jose-miguel-carrera-130-uda"
